id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
22471446,Bright + cozy room in leafy Williamsburg apartment,28961277488,verified,Melissa,Brooklyn,Williamsburg,40.71239,-73.95419,United States,US,True,flexible,Private room,2008.0,"$1,126 ",$225 ,5.0,4.0,6/24/2019,0.56,2.0,1.0,12.0,#NAME?,
34187938,Art Gallery apartment in a Queens’ Victorian house,37852718647,verified,Andrzej,Queens,Woodhaven,40.69457,-73.86173,United States,US,True,flexible,Entire home/apt,2010.0,$144 ,$29 ,3.0,68.0,12/28/2021,1.63,2.0,1.0,354.0,,
45861351,Bright and Sunny Lower East Side Studio!,50777738869,verified,Elise,Manhattan,Lower East Side,40.72034,-73.98617,United States,US,False,flexible,Entire home/apt,2010.0,$259 ,$52 ,2.0,20.0,6/16/2019,0.97,4.0,1.0,37.0,1. Do adjust the heat/central air to your liking. 2. Do feel free to use all the amenities in the kitchen/bathroom. 3. Don't mind the neighbors. 4. Don't use the backyard space. 5. Park on the street - the parking space is for the downstairs neighbor only. 6. Smoke outdoors.,
16668982,Cozy Harlem Studio,9709643416,unconfirmed,Alvaro Luis,Manhattan,East Harlem,40.80589,-73.9414,United States,US,True,strict,Entire home/apt,2021.0,$372 ,$74 ,4.0,6.0,1/1/2019,0.33,2.0,1.0,0.0,,
38966990,Great budget private room,84675341093,verified,Estevan,Brooklyn,Bedford-Stuyvesant,40.67969,-73.93974,United States,US,False,moderate,Private room,2004.0,$540 ,$108 ,3.0,0.0,,,4.0,1.0,0.0,,
9669132,Charming Upper East Side Apartment,75904147251,verified,Roxanne,Manhattan,Upper East Side,40.77963,-73.94897,United States,US,False,strict,Entire home/apt,2010.0,$252 ,$50 ,4.0,0.0,,,5.0,1.0,174.0,NO Smoking,
36070729,"Great location, new lower rates!!!",49238877871,verified,Angelo,Queens,Ditmars Steinway,40.77443,-73.91925,United States,US,False,moderate,Private room,2008.0,$420 ,$84 ,1.0,190.0,10/1/2021,2.08,2.0,4.0,340.0,,
25800711,Private bedroom Cozy and Warm for girls ONLY,42859562745,unconfirmed,Vicky,Brooklyn,Kensington,40.64196,-73.97088,United States,US,True,strict,Shared room,2005.0,$870 ,$174 ,1.0,0.0,,,2.0,2.0,27.0,,
42648622,ST MARKS /heart of EAST VILLAGE sleep up to 8,4837772952,unconfirmed,Leonora,Manhattan,East Village,40.72687,-73.98416,United States,US,True,flexible,Entire home/apt,2019.0,$484 ,$97 ,1.0,15.0,6/19/2019,4.84,3.0,5.0,317.0,,
4064392,The Lighthouse Manor,91572661084,unconfirmed,Judith,Staten Island,Lighthouse Hill,40.57718,-74.13981,United States,US,False,moderate,Entire home/apt,2007.0,$69 ,$14 ,2.0,49.0,12/31/2018,0.92,2.0,1.0,183.0,#NAME?,
8236466,"Spacious, modern 1BR by Times Sq",16457917567,verified,Selin,Manhattan,Hell's Kitchen,40.76109,-73.99417,United States,US,True,flexible,Entire home/apt,2016.0,$168 ,$34 ,2.0,1.0,6/26/2016,0.03,2.0,1.0,218.0,,
37450375,Cozy Room in a Basement,25434651778,unconfirmed,Carlton,Brooklyn,Crown Heights,40.67683,-73.95262,United States,US,True,moderate,Private room,2005.0,$839 ,,7.0,22.0,2/22/2021,0.75,4.0,1.0,10.0,,
10366135,Perfect 1BDRM -Lincoln Center,62478880763,unconfirmed,Kylie,Manhattan,Upper West Side,40.7728,-73.98737,United States,US,False,strict,Entire home/apt,2022.0,$84 ,$17 ,4.0,8.0,10/23/2018,0.23,5.0,1.0,290.0,"Share our house as a guest, don't worry about cost of snacks or an occasional beer.  No smoking and no pets. Please consult first if travelling with small children.",
19287437,"Spacious, beautiful, quite 2BR 2BA in the UES",53230314746,unconfirmed,Dipti,Manhattan,Upper East Side,40.7713,-73.95568,United States,US,False,flexible,Entire home/apt,2016.0,$530 ,$106 ,4.0,8.0,1/2/2019,0.65,4.0,1.0,7.0,"There are real beds for eight, one pull out couch, and one single mattress available. Linens, sheets, towels, kitchen staples, breakfast foods, and basic toiletries provided. Games, toys and books are here for your use, make themselves at home. Please leave the house in the condition that you found it. This unit is on the second and third floors of a two-family I own, and I have tenants below. Please be respectful of them, and my neighbors, and keep noise to a minimum after 11pm and before 7am. Thank you!",
5617459,"Skylighted Floor, All Yours, 23 Mins to Manhattan",3164621224,unconfirmed,Michael,Brooklyn,Bedford-Stuyvesant,40.6833,-73.95162,United States,US,False,flexible,Entire home/apt,2019.0,$439 ,$88 ,30.0,10.0,5/31/2019,0.33,5.0,1.0,306.0,No Smoking No Pets,
24398421,BEST SIDE OF BED-STUY,194976642,unconfirmed,David,Brooklyn,Bedford-Stuyvesant,40.68725,-73.94625,United States,US,False,moderate,Private room,2014.0,$417 ,$83 ,1.0,20.0,7/7/2019,5.04,4.0,2.0,242.0,The only rule is please clean up after yourself if you eat in the living room or the bedroom.,
25833849,"High floor king bed, your sanctuary in SoHo",10436608662,verified,The James New York - SoHo,Manhattan,SoHo,40.72172,-74.00436,United States,US,False,moderate,Private room,2014.0,$516 ,$103 ,1.0,1.0,6/26/2019,1.0,5.0,7.0,270.0,"No smoking. No pets. Children under 18 to be supervised at all times. More than 6 people can be accommodated if communicated in advance.  Please be respectful on the roof - quiet time after 10pm would be greatly appreciated.  This is a historic Victorian on three levels.  There is no elevator in the building or inside so please note if you have mobility issues.  Please strip all beds, except for mattress cover and place in 3rd floor bathroom along with all dirty/wet towels.  Please wash and put away all dishes.  If necessary, make sure the dishwasher is loaded and started before you leave.  Laundry is in the basement, if locked, please use the front door key.  Please ALWAYS leave your keys before you leave.  Lock the door on your way out by turning the button on the inside lock. Please ensure all trash is put in the designated recycle and landfill trash barrels.  There are extra bags in the kitchen closet.",
16203394,A room with a view,75429612574,verified,Ramond,Brooklyn,Williamsburg,40.70551,-73.93454,United States,US,True,strict,Private room,2006.0,"$1,055 ",$211 ,3.0,33.0,5/23/2019,1.66,2.0,2.0,127.0,,
3439188,Sanctuary Bedroom in Huge Duplex,26240983063,unconfirmed,Jade,Brooklyn,Bushwick,40.69666,-73.93248,United States,US,False,moderate,Private room,2015.0,"$1,028 ",$206 ,20.0,16.0,10/11/2018,0.28,1.0,1.0,250.0,Respect the neighbors and stay quiet.  No smoking. No party. This is very important for us !!!!,
26159153,Comfortable double room with balcony(舒适双人房带阳台),82834973843,unconfirmed,H Ai,Queens,Flushing,40.76153,-73.80726,United States,US,True,moderate,Private room,2009.0,$50 ,$10 ,1.0,0.0,,,2.0,6.0,62.0,"There are no pets or smoking allowed. Because there is another family living upstairs, loud music and partying is not allowed Please treat my home as if it were yours",
37089170,"Hip, Modern Brooklyn Apartment - Natural Light",67269938105,verified,Miranda,Brooklyn,Fort Greene,40.68774,-73.97993,United States,US,True,flexible,Entire home/apt,2016.0,$790 ,$158 ,31.0,1.0,6/11/2021,0.11,3.0,1.0,122.0,,
46343509,"Sunny Fort Greene room with A/C, high ceilings",19675738895,verified,Adam,Brooklyn,Fort Greene,40.69401,-73.973,United States,US,True,strict,Private room,2017.0,"$1,104 ",$221 ,2.0,3.0,8/24/2017,0.13,2.0,1.0,0.0,,
11308359,"Quaint, sunny, and quiet room overlooking garden.",11478896331,unconfirmed,Amey,Queens,Sunnyside,40.73967,-73.92367,United States,US,True,strict,Private room,2014.0,"$1,065 ",$213 ,2.0,7.0,11/13/2016,0.21,2.0,1.0,0.0,"Please no smoking, pets or candles in the apartment. Thank you.",
42238816,bedroom in a cozy apartment in Brooklyn,27208812315,verified,William,Brooklyn,Bedford-Stuyvesant,40.68122,-73.91018,United States,US,True,moderate,Private room,2003.0,$247 ,$49 ,2.0,0.0,,,4.0,1.0,0.0,,
44516501,Huge beautiful apartment - entire floor!,8337854578,verified,Phuong,Brooklyn,Crown Heights,40.67656,-73.93705,United States,US,False,strict,Entire home/apt,2012.0,"$1,112 ",$222 ,2.0,106.0,6/16/2019,3.72,2.0,1.0,28.0,,
8096182,Modern Apt in Thriving W'Burg,69460975673,unconfirmed,Hugh,Brooklyn,Williamsburg,40.71283,-73.9593,United States,US,True,strict,Entire home/apt,2017.0,$542 ,$108 ,5.0,0.0,,,1.0,1.0,353.0,,
17670855,WILLIAMSBURG PRIME BROOKLYN PRIVATE APT NEAR WATER,92779047030,verified,Doug,Brooklyn,Williamsburg,40.71703,-73.96509,United States,US,False,flexible,Entire home/apt,2022.0,$822 ,$164 ,31.0,11.0,5/9/2019,1.29,3.0,2.0,190.0,No Smoking or Pets,
29518794,"✿ 24/7 Check in CrashPad, Right Next To Subway",64193804133,verified,Gurj,Brooklyn,Bedford-Stuyvesant,40.68758,-73.95923,United States,US,True,flexible,Shared room,2021.0,"$1,050 ",$210 ,1.0,1.0,2/26/2022,1.0,4.0,16.0,360.0,,
1500615,Spacious Manhattan Apartment near Central Park,53028601127,unconfirmed,Nelson,Manhattan,Upper West Side,40.78867,-73.96809,United States,US,True,strict,Entire home/apt,2012.0,"$1,121 ",$224 ,3.0,297.0,6/24/2019,3.37,5.0,1.0,183.0,,
16239845,Luxury 8 Bedroom Townhouse in Midtown-Sleeps 16,85316579573,unconfirmed,Lisa,Manhattan,Hell's Kitchen,40.76481,-73.98845,United States,US,False,moderate,Entire home/apt,2022.0,$946 ,$189 ,2.0,6.0,3/2/2019,0.35,4.0,3.0,217.0,Quiet building.,
2036346,Entire apt close to Lincoln Center,59075510662,verified,Ef,Manhattan,Upper West Side,40.77627,-73.98365,United States,US,False,flexible,Entire home/apt,2008.0,$285 ,$57 ,10.0,9.0,6/9/2017,0.19,2.0,1.0,251.0,"The outdoor space and grill are welcome for your use but please be mindful of my neighbors and keep noise to a minimum. Also, if you use the grill please be sure to turn off the kerosene and clean the cooktop.",
26348040,Amazing 3bd/2ba Town-Home In Prime Williamsburg,50081067343,verified,Richard,Brooklyn,Williamsburg,40.7149,-73.94585,United States,US,False,moderate,Entire home/apt,2014.0,$769 ,$154 ,2.0,2.0,6/25/2019,2.0,4.0,3.0,298.0,"• Check-in time is 3:00PM. • check out time is 11:00AM • No parties or events • Not suitable for pets • No smoking You have access to the kitchen (and all common areas), please clean after yourself.  Please mind the cat, avoid letting him out. He will be your new best friend and love you instantly if you want him to. I look forward to meeting you and hosting you.",
6038312,Cozy apt in lively Carroll Gardens,74801691296,unconfirmed,Carlotta,Brooklyn,Carroll Gardens,40.68151,-73.99285,United States,US,False,moderate,Entire home/apt,2013.0,$782 ,$156 ,5.0,3.0,12/27/2016,0.06,3.0,1.0,250.0,"WHEN BOOKING, PLEASE PROVIDE THE FOLLOWING IN YOUR MESSAGE to me:  - 1. Total number of guests (adults, children, babies)? Are there any elderly or children under 18? If so, what are their ages?  - 2. Arrival Date AND Time of Check In? (Check In between 2 pm and 9 pm with some leniency)  - 3. Departure Date (Check out before 12 pm/noon ideally)  - 4. Please tell me a little about yourselves and the purpose of your trip.  - 5. What Other Needs or Special Requests or Extra Options (please read below for additional options and possible related additional fees).  ------  PLEASE NOTE THE FOLLOWING BEFORE REQUESTING A BOOKING:  * I will reply as soon as possible to let you know if my apartment will be available for ALL your needs.  - 1. We are happy to host Friendly, Neat, Low-Maintainence Adults & Well-Behaved Children.  ---- All cookware and utensils in the kitchen are at your disposal. There will be water (brita) and basic condiments provided for you. We ask that you rinse whatever dishes",
53879090,Beautiful room(s) near JFK airport,54735783239,verified,Minying,Queens,Woodhaven,40.68853,-73.85474,United States,US,True,moderate,Private room,2012.0,$530 ,$106 ,1.0,14.0,6/15/2019,1.13,3.0,4.0,335.0,No smoking. No parties.  No drugs.  No pets.  Please consider our neighbors and be respectful of them. Limit the noise level - especially at night. Thank you in advance!,
24115091,LUXURY 2 BR ON E 18th ST IN GRAMERCY PARK-DOORMAN,66057454103,verified,Pranjal,Manhattan,Gramercy,40.73512,-73.98614,United States,US,True,moderate,Entire home/apt,2019.0,"$1,167 ",$233 ,30.0,0.0,,,5.0,65.0,242.0,,
18908007,"Cozy, Confortable,  Modern spacious and nice Room",55446876608,verified,Geraldine,Manhattan,Chelsea,40.74284,-73.99842,United States,US,False,flexible,Private room,2020.0,$241 ,$48 ,1.0,95.0,7/8/2019,7.2,2.0,2.0,0.0,"This is a home, not a hotel.  Conservation is important. Please do not waste water or electricity. We recycle, reuse, compost and minimize waste. Clean up after yourself and put things away It's a family friendly, urban neighborhood with incidents of crime; please lock doors and windows. Basic self-awareness of the impact of your choices. Communication is important. Let me know what you need. The dining area is not a work space. There is a desk and chaise lounge in guest room that should be used for workspace. I have a study/living room which is not meant for guests.",
19899385,Comfy Getaway/Steps to Subway/WiFi,35670344622,unconfirmed,Darryl,Manhattan,Harlem,40.8183,-73.93828,United States,US,True,moderate,Private room,2006.0,$163 ,$33 ,1.0,13.0,6/29/2019,1.34,4.0,4.0,167.0,No smoking. No party. Clean.,
9428882,Zen room at Casa de la Luna,95307239926,verified,Jessica,Brooklyn,Bedford-Stuyvesant,40.68979,-73.94299,United States,US,False,strict,Private room,2021.0,$726 ,$145 ,2.0,1.0,4/17/2016,0.03,1.0,3.0,-10.0,"Hello! We look forward to having you. Have a great time! House Rules and Information  Greetings! We like to think of all of our guests as friends and hope that you will treat our apartment as you would treat yours, not as one might treat a hotel room.   There is NO SMOKING allowed in the apartment at any time.  Damages: if you notice any damage when you arrive, please report it to our office so we are aware of it and don’t assume it happened during your stay.  Laundry: there is a European style washer/dryer combo unit in the apartment. The manual is located on the left side wall in the closet. This is a high efficiency energy efficient unit. HE laundry detergent only is to be used. Be advised that wash/dry cycles take a considerable amount of time. Bath: there is a hair dryer in the bathroom for guest use. Linens: When you are done with your towels, please put them in the laundry basket in the bedroom. It would be great if you can take the sheets you have slept on and put them in the b",
26177379,金城发双人房 suit2 queens size bed,4721395295,unconfirmed,Li,Queens,Flushing,40.75,-73.81489,United States,US,False,flexible,Private room,2004.0,$792 ,$158 ,1.0,0.0,,,2.0,7.0,339.0,"We expect respect during the workweek as any other working professional would! Otherwise enjoy have fun, go out and enjoy what Boston has to offer. Also for Parties and events we love to have everything pre-cleared with us. Thanks!",
40009180,Amazing Duplex in Williamsburg,53147836813,unconfirmed,Reut,Brooklyn,Williamsburg,40.71333,-73.96605,United States,US,False,strict,Entire home/apt,2020.0,$909 ,$182 ,5.0,0.0,,,1.0,1.0,234.0,,
54949448,Large cozy NY room near Times Square 51E4,52751707739,unconfirmed,John,Manhattan,Hell's Kitchen,40.75412,-73.99651,United States,US,True,flexible,Private room,2014.0,$548 ,$110 ,7.0,1.0,5/25/2019,0.65,2.0,47.0,360.0,"- We're on the top floor of a multi-family dwelling, we know you'll be respectful and kind to the families downstairs! - We love to read and play board games; we'd love to share our books and games with you, just make sure they go back where you found them. - We invite you to use our kitchen and we're happy to share basics like oil and spices but please provide your own groceries - you'll have your own shelf in the refrigerator. - You're welcome to bring friends back to hang out but we ask that no one that we aren't prepared for spend the night! - Please indulge in our living room's mini theatre system - hook up your computer or phone to the monitor and speaker system with our business speed wifi for a great viewing experience.",
39299475,Modern private room in condominium,76833152040,unconfirmed,Regina,Brooklyn,Williamsburg,40.71483,-73.96216,United States,US,False,flexible,Private room,2005.0,$243 ,$49 ,1.0,124.0,6/10/2019,1.46,5.0,1.0,292.0,,
2289300,Brooklyn: Close-In With Character,55257587393,verified,Matt,Brooklyn,Prospect Heights,40.67673,-73.96399,United States,US,False,moderate,Private room,2012.0,$697 ,$139 ,14.0,79.0,5/12/2019,1.09,1.0,1.0,402.0,,
21547448,Brooklyns Perfect Location!,982318562,unconfirmed,Matt,Brooklyn,Greenpoint,40.72198,-73.94992,United States,US,False,moderate,Entire home/apt,2018.0,$504 ,$101 ,2.0,41.0,7/6/2019,5.44,4.0,2.0,76.0,,
11218886,Come Explore the Big Apple!,1080678319,unconfirmed,Sueann,Staten Island,Tottenville,40.51133,-74.23803,United States,US,True,flexible,Entire home/apt,2008.0,"$1,101 ",$220 ,4.0,29.0,6/3/2019,0.83,2.0,2.0,313.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
2799625,XLARGE-Modern-clean master bedroom,5813227291,unconfirmed,Sergio,Manhattan,East Harlem,40.80447,-73.94034,United States,US,True,flexible,Private room,2019.0,"$1,132 ",$226 ,30.0,0.0,,,3.0,5.0,265.0,,
44015565,Garden studio w/ private entry&bath. No smokers.,66053404142,verified,Etwin,Brooklyn,East Flatbush,40.65737,-73.92563,United States,US,True,strict,Private room,2010.0,$681 ,$136 ,3.0,36.0,1/1/2019,1.28,2.0,1.0,50.0,"•Smoking is allowed outside the house.  •Sorry, not pets - my Boston Terrier prefers 2 legged visitors.  •Please take shoes off in the living room. •Do not flush anything down toilet except toilet paper •Please maintain a reasonable volume •Please respect the property •Do not purchase anything on cable Check out is at 11am on the last day of your reservation unless discussed during the booking process.  Thank you!",
43703515,Clinton Hill Cocoon,18346758932,unconfirmed,Laurent,Brooklyn,Bedford-Stuyvesant,40.68423,-73.95715,United States,US,False,flexible,Entire home/apt,2022.0,$542 ,$108 ,2.0,7.0,5/1/2019,0.23,4.0,1.0,201.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
33091623,"Private bedroom in a cozy apt., Astoria, Queens",23637233616,unconfirmed,Renato,Queens,Astoria,40.76447,-73.90855,United States,US,False,flexible,Private room,2008.0,"$1,188 ",$238 ,2.0,3.0,1/5/2022,1.0,4.0,1.0,89.0,,
5780388,The Art Loft! Spacious and Bright!,78663186904,unconfirmed,Kim,Brooklyn,Bedford-Stuyvesant,40.6924,-73.96029,United States,US,False,flexible,Entire home/apt,2020.0,$688 ,$138 ,5.0,25.0,1/2/2018,0.51,3.0,1.0,196.0,,
9554254,Cozy bedroom w/private bathroom & backyard,26971915522,verified,Manon,Brooklyn,Clinton Hill,40.68761,-73.95979,United States,US,True,strict,Private room,2020.0,$429 ,$86 ,2.0,31.0,5/26/2019,0.83,1.0,1.0,382.0,Treat it as your own and have a blast!,
35768069,Location is Everything. And Quiet Too!,56539570990,unconfirmed,Niko,Manhattan,Hell's Kitchen,40.76375,-73.99271,United States,US,True,strict,Private room,2022.0,$233 ,$47 ,2.0,446.0,10/28/2021,4.94,5.0,1.0,165.0,,
7209188,Brooklyn Apt w/ Recording Studio,91705959542,unconfirmed,Maureen And Ned,Brooklyn,Gowanus,40.67475,-73.99707,United States,US,False,flexible,Entire home/apt,2003.0,$553 ,$111 ,2.0,0.0,,,4.0,1.0,331.0,,
10042487,Spacious 1 BR Apartment w/ private backyard,64838774734,unconfirmed,Agustina,Brooklyn,Bedford-Stuyvesant,40.69266,-73.94553,United States,US,True,moderate,Private room,2011.0,$284 ,$57 ,6.0,37.0,6/17/2019,1.53,1.0,1.0,380.0,No Smoking. Pets Allowed with fee.,
41413679,Modern clean Apt-close to LGA & Manhattan,45894894052,verified,Santosh,Queens,Jackson Heights,40.75363,-73.88151,United States,US,False,strict,Entire home/apt,2006.0,$357 ,$71 ,2.0,70.0,6/26/2019,4.24,5.0,1.0,89.0,,
5265644,HUGE 1BR on the Upper East Side,49673191198,unconfirmed,Avraham,Manhattan,Upper East Side,40.77139,-73.95766,United States,US,False,strict,Entire home/apt,2016.0,$367 ,$73 ,1.0,3.0,2/14/2016,0.07,3.0,1.0,95.0,Pets Allowed ( With Fee ) NO Smoking,
3649615,Super cute and sunny 2 bedroom,22637895572,unconfirmed,Andrea,Brooklyn,Williamsburg,40.71852,-73.94165,United States,US,True,strict,Entire home/apt,2018.0,$82 ,$16 ,365.0,0.0,,,5.0,1.0,307.0,Please respect the residents by keeping noise down and absolutely no smoking.  There is no bag storage at the building.  Please do not ask the concierges.  Thank you.,
10419156,Chill Private Room in Extremely Convenient Place,24203220360,unconfirmed,Josh,Manhattan,Upper West Side,40.76986,-73.98673,United States,US,False,flexible,Private room,2018.0,$643 ,$129 ,1.0,1.0,8/9/2016,0.03,5.0,1.0,383.0,,
12961393,Prime Williamsburg Location! 10 min from Manhattan,60686680031,unconfirmed,Marco,Brooklyn,Williamsburg,40.71059,-73.96002,United States,US,False,moderate,Private room,2007.0,$755 ,$151 ,3.0,46.0,6/24/2019,1.62,3.0,2.0,141.0,"Please keep cats out of bedrooms and bathroom, by keeping those doors closed.  Don't let cats outside the apartment.  No smoking.  Make sure front door is locked when you come in.",
56447285,Beautiful brownstone in Harlem- $2.75 bus from LGA,65542281334,unconfirmed,Roanne,Manhattan,East Harlem,40.80802,-73.94013,United States,US,False,flexible,Private room,2022.0,$788 ,$158 ,3.0,30.0,6/28/2019,0.98,1.0,1.0,90.0,,
28489859,Immaculate and Sweet Carroll Gardens 1 Bedroom,67860025596,verified,Sylvia,Brooklyn,Carroll Gardens,40.67809,-73.99875,United States,US,True,flexible,Entire home/apt,2017.0,$475 ,$95 ,3.0,162.0,3/2/2022,2.96,5.0,1.0,180.0,,
47680627,Gramercy Garden Terrace,16686120318,verified,Gordon,Manhattan,Gramercy,40.73737,-73.97995,United States,US,True,moderate,Private room,2016.0,$164 ,$33 ,3.0,120.0,7/1/2019,3.04,1.0,1.0,282.0,"Dear Guest, Thank you for appreciating that I live in a building with other people. Please always lock all doors (especially the front one) when coming and going.",
57150363,法拉盛summer家(B)closed to JFK&LGA&Citi Field#parking,43942810616,unconfirmed,Chang,Queens,Fresh Meadows,40.74624,-73.78327,United States,US,False,strict,Private room,2017.0,$447 ,$89 ,1.0,62.0,7/5/2019,4.26,4.0,3.0,65.0,"- Please be careful when coming and going so not to let the cat out. He is usually very curious to leave! - Please keep the noise down from 10pm until 8am. - Guests are not allowed to have other guests come over. - Please be considerate and treat our home with respect. - Check-in is 5.30pm during week-days. Please check with us if you are arriving on a Friday, Saturday or Sunday - we can likely be more flexible. - Checkout time is 11am. Though again we can likely be flexible on this. Please just ask!",
39643558,"HUGE, PRIVATE, SUNLIT ROOM IN DOWNTOWN NYC LOFT!",16582556036,verified,Michael,Manhattan,Chinatown,40.71786,-73.99518,United States,US,True,strict,Private room,2010.0,"$1,180 ",$236 ,3.0,61.0,6/30/2019,0.77,5.0,1.0,134.0,,
44216602,Beautiful Brooklyn 3-Bedroom Duplex,30749069267,verified,Michael,Brooklyn,Bedford-Stuyvesant,40.67948,-73.90822,United States,US,False,strict,Entire home/apt,2018.0,$927 ,$185 ,2.0,112.0,7/7/2019,3.88,5.0,2.0,195.0,,
15232450,Deanna place,27139895100,unconfirmed,Daniel,Queens,Laurelton,40.68507,-73.73342,United States,US,False,strict,Entire home/apt,2010.0,$698 ,$140 ,15.0,0.0,,,2.0,1.0,180.0,Please be respectful of the space and building!  No loud noises or extra guests beyond 10pm.,
38766505,"Luxury duplex, Brooklyn Museum",33234149301,unconfirmed,Nick,Brooklyn,Crown Heights,40.6753,-73.96282,United States,US,True,flexible,Private room,2011.0,$97 ,$19 ,3.0,2.0,9/26/2017,0.09,2.0,1.0,0.0,,
54178989,"SPACIOUS, HIGH CELING, MODERN ROOM IN BROOKLYN",74474424663,unconfirmed,Rauf,Brooklyn,Flatbush,40.64613,-73.95354,United States,US,True,moderate,Private room,2022.0,$277 ,$55 ,2.0,45.0,7/5/2019,3.69,4.0,2.0,294.0,,
27758614,"Beautiful home on Staten Island, walk to ferry",752797941,verified,Janine,Staten Island,St. George,40.64005,-74.07987,United States,US,False,flexible,Entire home/apt,2018.0,$910 ,$182 ,365.0,0.0,,,5.0,1.0,342.0,This is my primary residence and biggest investment.  Please treat it with care.,
42360322,Vinyl Studio for Music Lovers,36253782864,unconfirmed,Daniel,Queens,Astoria,40.75705,-73.90697,United States,US,True,flexible,Entire home/apt,2019.0,$901 ,$180 ,4.0,0.0,,,3.0,1.0,2.0,,
36291097,"Staypineapple New York, Cosmo King",21930480112,verified,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,United States,US,False,moderate,Private room,2007.0,"$1,050 ",$210 ,1.0,98.0,9/12/2021,3.54,5.0,18.0,137.0,,
13519216,"Romantic Artist's Townhouse, 1 suite: 2 Bd, 1 Bath",32714950877,unconfirmed,Emily,Manhattan,Upper West Side,40.78975,-73.97154,United States,US,True,moderate,Private room,2011.0,"$1,037 ",$207 ,3.0,78.0,6/27/2019,2.93,1.0,1.0,246.0,Smoking is not permitted inside the house.,
34598850,East Elmhurst  Front walk-in Apartment,18003960167,verified,Rafael,Queens,East Elmhurst,40.76288,-73.86923,United States,US,False,moderate,Private room,2005.0,$752 ,$150 ,1.0,45.0,12/19/2021,1.21,3.0,3.0,305.0,,
1941351,1 Bdrm Apt-Luxury Bldg-Upper West,30129648995,verified,Victoria,Manhattan,Upper West Side,40.77734,-73.9877,United States,US,False,flexible,Entire home/apt,2003.0,"$1,127 ",$225 ,29.0,3.0,2/11/2019,0.11,1.0,1.0,138.0,Maximum number of Guests accepted is 4. No house parties or other social gatherings allowed while staying at our place.,
3028277,"CENTRAL PARK, NYC APT",46141906002,unconfirmed,Mena,Manhattan,Upper West Side,40.78616,-73.97348,United States,US,True,flexible,Private room,2006.0,$252 ,$50 ,2.0,121.0,6/23/2019,2.06,5.0,2.0,301.0,Rules are to respect everyone in the home and keep the place clean as is found.,
12611234,1A. Private Rm in guesthouse Manhattan,94634350743,verified,Bobi,Manhattan,East Harlem,40.80545,-73.93838,United States,US,False,moderate,Private room,2014.0,$853 ,$171 ,1.0,103.0,7/2/2019,3.4,5.0,10.0,364.0,#NAME?,
34197328,The Residences at W New York - Downtown - Apt 29A,10611503411,unconfirmed,Zeus,Manhattan,Financial District,40.70829,-74.01318,United States,US,True,moderate,Entire home/apt,2015.0,$204 ,$41 ,30.0,6.0,12/28/2021,0.3,5.0,34.0,81.0,,
18969864,Hidden Gem in Canarsie-FREE private parking,39465156556,unconfirmed,Rodolfo,Brooklyn,Canarsie,40.64516,-73.89684,United States,US,True,flexible,Entire home/apt,2016.0,$613 ,$123 ,1.0,95.0,7/8/2019,7.77,5.0,1.0,124.0,No smoking or open flames permitted on the property. No drugs.  No pets. Notify host of extra people ($10 charge per night per extra person).,
31623057,Village/Soho  2 Br +Garden+Skylight,7211202384,verified,James,Manhattan,SoHo,40.72622,-74.0013,United States,US,True,flexible,Entire home/apt,2019.0,"$1,190 ",$238 ,30.0,44.0,2/5/2022,1.14,2.0,3.0,224.0,,
41866565,Sonder | Stock Exchange | Private 1BR + Lounge,38118501654,unconfirmed,Sonder (NYC),Manhattan,Financial District,40.70644,-74.01214,United States,US,False,moderate,Entire home/apt,2004.0,$524 ,$105 ,2.0,7.0,5/13/2019,1.69,5.0,327.0,347.0,,
23509770,*SUMMER SUBLET*Sunny Penthouse w/ Private Terrace*,69715681738,verified,Autumn,Manhattan,Battery Park City,40.70438,-74.01657,United States,US,True,strict,Private room,2022.0,$96 ,$19 ,14.0,0.0,,,4.0,2.0,63.0,"Please do not try and fit more than 4 occupants in the apartment overnight. There is a queen bed in the bedroom and a full-sized pullout couch in the living room that can accommodate 1-2 people.  BUILDING RULES (As enforced by the property owners): - On Wednesday and Sunday night please leave your garbage in sealed garbage or grocery bags outside of the apartment door. It will be picked up early the next morning. - Please do not leave any garbage or personal items in the hallway or foyer, or you will be charged $100 by the building management.  - There are 3 bay windows in the living room, however only the far right one opens. The other two have been nailed shut by the property owners because of the safety risk that they pose when they're opened. Please do not try and open them, as it will damage the window frames. - The fire escape is strictly off-limits. - Please keep the noise level to a minimum and be be respectful of your neighbours.  - Drug possession and usage are prohibited in ",
15106526,"Douglaston apartment Room B
(2nd room )",13147477315,unconfirmed,Leonard,Queens,Douglaston,40.75754,-73.73068,United States,US,True,strict,Private room,2005.0,$236 ,$47 ,1.0,12.0,2/2/2019,0.55,4.0,5.0,226.0,,
